id,label,sentence
291,1," Homologous chromosomes are the same length and have specific nucleotide segments called genes in exactly the same location , or locus ."
292,0," Homologous chromosomes are the same length and have specific nucleotide segments called genes in exactly the same location , or locus ."
293,1, 362 . The DNA - histone complex is called chromatin .
294,1," The beadlike , histone DNA complex is called a nucleosome , and DNA connecting the nucleosomes is called linker DNA ."
295,0," A DNA molecule in this form is about seven times shorter than the double helix without the histones , and the beads are about 10 nm in diameter , in contrast with the 2-nm diameter of a DNA double helix ."
296,1, 365 . The cell cycle is an ordered series of events involving cell growth and cell division that produces two new daughter cells .
297,0," Cells on the path to cell division proceed through a series of precisely timed and carefully regulated stages of growth , DNA replication , and division that produces two identical ( clone ) cells ."
298,1," 368 . The first stage of interphase is called the G1 phase ( first gap ) because , from a microscopic aspect , little change is visible ."
299,0," However , during the G1 stage , the cell is quite active at the biochemical level ."
300,1," 371 . The two centrosomes will give rise to the mitotic spindle , the apparatus that orchestrates the movement of chromosomes during mitosis ."
301,1," At the center of each animal cell , the centrosomes of animal cells are associated with a pair of rod - like objects , the centrioles , which are at right angles to each other ."
302,0, Centrioles help organize cell division .
303,1," 374 . Karyokinesis , also known as mitosis , is divided into a series of phases — prophase , prometaphase , metaphase , anaphase , and telophase — that result in the division of the cell nucleus ( [ link ] ) ."
304,0, Karyokinesis is also called mitosis .
305,1," 377 . During prometaphase , the “ first change phase , ” many processes that were begun in prophase continue to advance ."
306,0, The remnants of the nuclear envelope fragment .
307,1," 380 . During anaphase , the “ upward phase , ” the cohesin proteins degrade , and the sister chromatids separate at the centromere ."
308,0," Each chromatid , now called a chromosome , is pulled rapidly toward the centrosome to which its microtubule is attached ."
309,1," 383 . The actin filaments pull the equator of the cell inward , forming a fissure ."
310,0," This fissure , or “ crack , ” is called the cleavage furrow ."
311,0," The furrow deepens as the actin ring contracts , and eventually the membrane is cleaved in two ( [ link ] ) ."
312,0," In plant cells , a new cell wall must form between the daughter cells ."
313,0, 386 . Cells in G0 phase are not actively preparing to divide .
314,1, The cell is in a quiescent ( inactive ) stage that occurs when cells exit the cell cycle .
315,0, Some cells enter G0 temporarily until an external signal triggers the onset of G1 .
316,0," 389 . Tumor Suppressor GenesLike proto - oncogenes , many of the negative cell cycle regulatory proteins were discovered in cells that had become cancerous ."
317,1," Tumor suppressor genes are segments of DNA that code for negative regulator proteins , the type of regulators that , when activated , can prevent the cell from undergoing uncontrolled division ."
318,1," Tumor suppressor genes are segments of DNA that code for negative regulator proteins , the type of regulators that , when activated , can prevent the cell from undergoing uncontrolled division ."
319,0," The collective function of the best - understood tumor suppressor gene proteins , Rb , p53 , and p21 , is to put up a roadblock to cell cycle progression until certain events are completed ."
320,0," 392 . The best understood negative regulatory molecules are retinoblastoma protein ( Rb ) , p53 , and p21 ."
321,1, Retinoblastoma proteins are a group of tumor - suppressor proteins common in many cells .
